,party,text,label
2296,gruene,"Mit Regionalbudgets geben wir Bürger*innen und Akteur*innen vor Ort die Möglichkeit, ihre Dörfer und Städte selbstbestimmt zu entwickeln und zu gestalten.",301.0
2297,gruene,"Für zentrale Versorgungsbereiche wie Gesundheit, Mobilität und Breitband wollen wir nötige Mindeststandards formulieren.",302.0
2298,gruene,"Eine inklusive und solidarische Gesellschaft braucht Orte des Miteinanders, Orte gegen die Einsamkeit, Orte des gesellschaftlichen Zusammenhalts.",606.1
2299,gruene,"Das kann ein Marktplatz sein oder ein Familienzentrum, der Jugendclub oder der Skatepark, die Stadtteilbibliothek, der Kulturbahnhof oder die freie Bewegungsfläche.",606.1
2300,gruene,Wir erarbeiten gemeinsam mit Expert*innen und Bürger*innen eine nationale Strategie gegen Einsamkeit.,504.0
2301,gruene,Und wir wollen mit den Kommunen und Initiativen vor Ort eine Bundesstrategie „Orte des Zusammenhalts“ auf den Weg bringen.,606.1
2302,gruene,Mit Bundeseinrichtungen in Ostdeutschland und der gezielten Ansiedlung von neuen Forschungsinstituten werden wir in strukturschwachen Regionen wichtige Impulse setzen.,301.0
2303,gruene,Außerdem unterstützen wir die Idee der Errichtung eines „Zukunftszentrums für Deutsche Einheit und Europäische Transformation“.,502.0
2305,gruene,Für eine starke kommunale Selbstverwaltung und eine belastbare öffentliche Daseinsvorsorge braucht es eine solide Finanzausstattung.,301.0
2306,gruene,"Viele Kommunen schaffen es jedoch nicht einmal mehr, den ihnen übertragenen Pflichtaufgaben wie etwa der Reparatur von Gemeindestraßen oder der Schulsanierung nachzukommen.",301.0
2307,gruene,Sie waren bereits vor der Corona-Krise finanzschwach oder verschuldet und ihr Handlungsspielraum verkleinert sich zunehmend.,301.0
2308,gruene,Das spüren die Menschen vor Ort unmittelbar.,301.0
2309,gruene,"Wenn keine Finanzmittel für sogenannte freiwillige Leistungen wie Sport- oder Kultureinrichtungen und deren Erhaltung übrig ist, hat das Auswirkungen auf das gemeinschaftliche Leben in den Kommunen und auf das Vertrauen in den Staat.",301.0
2310,gruene,Wir wollen die Gemeindefinanzen besser und krisenfester aufstellen.,301.0
2311,gruene,"Wenn Bund und Länder den Kommunen neue Aufgaben zuweisen, müssen sie auch eine Finanzierung bereitstellen.",301.0
2312,gruene,"Wir werden eine faire Unterstützung bei den kommunalen Altschulden und bei gemeindlichen krisenbedingten Steuerausfällen umsetzen, um auch hoch verschuldeten Kommunen wieder eine Perspektive zu geben.",301.0
2313,gruene,"Für ihr Schuldenmanagement sollen die Kommunen auf die Unterstützung des Bundes zurückgreifen können, sofern sie dies wünschen.",301.0
2314,gruene,"Wir wollen daher, dass für 2021 und 2022 die Gewerbesteuerausfälle vollständig durch Bund und Länder übernommen werden.",301.0
2315,gruene,Außerdem wollen wir eine Übernahme der Kosten für Unterkunft und Heizung für Geduldete.,301.0
2316,gruene,"Wir wollen mehr kommunale Investitionen ermöglichen, beispielsweise in Klimaschutz, die Verkehrswende, Gründungsinfrastruktur und Kultureinrichtungen.",301.0
2317,gruene,Dafür soll in einem ersten Schritt der Zugang zu Fördermitteln einfacher und unbürokratischer werden und sollen die Hürden für die Teilnahme besonders für finanzschwache Kommunen gesenkt werden.,301.0
2318,gruene,"Wir wollen, dass Bund und Länder den Kommunen mit einer gemeinsamen Kompetenzagentur für Förderpolitik und Investitionen mit Rat und Tat zur Seite stehen und die Umsetzung von Projekten ermöglichen.",301.0
2319,gruene,"Es braucht mittelfristig aber eine grundsätzliche Neuordnung der Finanzierung der Kommunen: weg von immer mehr einzelnen Förderprogrammen, hin zu einer höheren Grundfinanzierung, damit vor Ort entschieden werden kann, welche Ausgaben priorisiert werden.",301.0
2321,gruene,"Innenstädte und Ortskerne, die man gerne besucht, in denen man verweilt und andere Menschen trifft, tragen enorm zu unserer Lebensqualität bei.",606.1
2322,gruene,Sie bieten kulturellen Austausch und geben dem Leben in Stadt und Land eine Bühne.,606.1
2323,gruene,"Mit einer guten Baukultur wollen wir Stadtzentren und Ortskerne lebenswerter, attraktiver und auch für alle Menschen sicherer machen durch neues Wohnen, Gewerbe, Bildung und Kultur.",411.0
2324,gruene,"Eine kluge Stadtentwicklungspolitik, nachhaltige Verkehrskonzepte und ein Städtebaunotfallfonds sind die besten Voraussetzungen, dass auch der Einzelhandel und das Handwerk dort eine Zukunft haben.",402.0
2325,gruene,"Dafür wollen wir die Städtebauförderung neu ausrichten: für schönere Städte, mehr Stadtgrün und Wasserflächen, damit man auch in Zeiten immer heißerer Sommer gut in der Stadt leben kann.",411.0
2326,gruene,"Mit zusätzlichen Mitteln für Smart-City-Projekte unterstützen wir den Aufbau unabhängiger digitaler Plattformen, mit denen insbesondere der inhabergeführte stationäre Einzelhandel attraktive Angebote machen kann.",402.0
2327,gruene,Dazu arbeiten wir gegen Verdrängung und Leerstand an.,403.0
2328,gruene,Eine Million neue gemeinnützige Wohnungen sollen in den nächsten Jahren in unseren Städten entstehen.,504.0
2329,gruene,Mit dem „100.000 Dächer und Häuser“-Programm investieren wir in den Dachausbau und die Modernisierung leerstehender Wohnungen.,403.0
2330,gruene,Dafür braucht es ausreichend Planer*innen in den Kommunen und Kapazitäten im Baugewerbe.,403.0
2331,gruene,"Kleineren Gewerben wie Handwerksbetrieben,",402.0
2332,gruene,sozialen und Kulturprojekten sowie Clubs wollen wir mit einem Gewerbemietrecht und über die Baunutzungsverordnung eine zentrale Lage in den Städten bewahren und neu ermöglichen.,502.0
2333,gruene,"Bundeseigene Immobilien sollen zukünftig nur noch an gemeinnützige, öffentliche oder am Gemeinwohl orientierte Träger abgegeben werden.",412.0
2335,gruene,Das Leben auf dem Land und im Dorf hat viel zu bieten.,301.0
2336,gruene,"Gründer*innen, Familien oder Freischaffende – alle brauchen schnelles und zuverlässiges Internet für ihr Leben.",411.0
2337,gruene,Eine ausreichend schnelle Breitband- und Mobilfunkversorgung gehört zur Daseinsvorsorge.,411.0
2338,gruene,Das Recht darauf muss jede*r Bürger*in schnell und unbürokratisch durchsetzen können.,411.0
2339,gruene,Wir schaffen Ankommens- und Bleibeperspektiven für Jung und Alt.,301.0
2340,gruene,Über die Gemeinschaftsaufgabe für Agrar- und Küstenschutz,501.0
2341,gruene,"fördern wir Wohnprojekte für alle Generationen,",503.0
2342,gruene,"Co-Working,",701.0
2343,gruene,die Aktivierung von Leerstand,408.0
2344,gruene,sowie gemeinschaftliche und genossenschaftliche Wohnformen.,403.0
2345,gruene,"Wir schaffen Anreize für die Revitalisierung alter Bausubstanzen statt für Neubauten auf der grünen Wiese und unterstützen Programme und Initiativen zur Umnutzung von Leerstand, beispielsweise für Co-Working-Spaces, soziale und kulturelle Einrichtungen oder die Wiederansiedlung von Lebensmittelgeschäften in kleinen Ortschaften.",416.2
2346,gruene,Bahnhofsgebäude wollen wir als gemeinwohlorientierte Räume zu einladenden Mobilitätsknotenpunkten weiterentwickeln und attraktiver machen.,411.0
2347,gruene,Damit verknüpfen wir die Bahn mit den Ortschaften.,411.0
2348,gruene,"Wir unterstützen die Landesprogramme zu Markttreffs: wenn zum Beispiel Supermärkte ihre Flächen so umbauen, dass sie Café, Bank- und Postfiliale integrieren.",301.0
2349,gruene,"Kommunen sollen Zuschüsse bekommen, wenn sie öffentliche Einrichtungen, Sporthalle, Bibliothek, Spielplatz, Working-Space oder Kino unter dem Dach eines Kulturzentrums zusammenfassen.",502.0
2351,gruene,"Egal ob Stadt oder Land, ob mobiles Arbeiten, innovative Wirtschaft oder Unterricht – schnelles Internet ist die essentielle Voraussetzung für gesellschaftliche Teilhabe sowie gleichwertige Lebensverhältnisse und gehört für uns zur öffentlichen Daseinsvorsorge.",503.0
2352,gruene,Mit weniger als zwei Millionen aktiven Glasfaseranschlüssen ist Deutschland aber in allen europäischen und internationalen Vergleichen weit abgehängt.,411.0
2353,gruene,Dabei gehört Glasfaser die Zukunft.,411.0
2354,gruene,"Unser Ziel ist schnelles, kostengünstiges und zuverlässiges Glasfaserinternet (FTTB) in jedem Haus.",411.0
2355,gruene,"Wir sorgen dafür, dass Fördergelder unbürokratisch dort ankommen, wo sie am nötigsten gebraucht werden.",411.0
2356,gruene,"Wir stärken den offenen Zugang zu bestehender Glasfaser und bauen Blockaden ab, um den Ausbau zu beschleunigen.",411.0
2357,gruene,Der umfassende Glasfaserausbau soll auch im Rahmen von Betreibermodellen vorangetrieben und langfristig gesichert werden.,411.0
2358,gruene,"Um den Menschen auch kurzfristig schnellere Internetzugänge zu ermöglichen, wollen wir einen Rechtsanspruch auf schnelle Internet-Grundversorgung so ausgestalten, dass er unbürokratisch und leicht durchsetzbar wird.",411.0
2359,gruene,"Mit Mindestbandbreiten, die sich an den Nutzungsgewohnheiten der Menschen orientieren.",411.0
2360,gruene,So sorgen wir für eine zügige Schließung der weißen Flecken.,411.0
2361,gruene,Die Netzneutralität wollen wir weiter absichern und konsequent durchsetzen.,503.0
2362,gruene,"Und wir machen Schluss mit der Bandbreiten-Schummelei: Wenn Telekommunikationsunternehmen nicht die versprochenen Download-Geschwindigkeiten liefern, soll es unkomplizierten pauschalierten Schadensersatz und hohe Bußgelder geben.",403.0
2363,gruene,"Beim Mobilfunkausbau gilt es eine flächendeckende Versorgung sicherzustellen, egal in welchem Netz man surft.",411.0
2364,gruene,"Wo die Anbieter keine Kooperationsvereinbarungen treffen, um Funklöcher zu schließen, muss notfalls lokales Roaming angeordnet werden, natürlich mit entsprechender Vergütung.",411.0
2365,gruene,"Bei zukünftigen Frequenzversteigerungen sollen die Versorgungsauflagen für die Fläche so angepasst werden, dass sie mit dem steigenden Bedarf Schritt halten – insbesondere entlang von Bahnstrecken und Straßen.",411.0
2367,gruene,Wir wollen Selbstbestimmung auch im Alter ermöglichen.,201.1
2368,gruene,"Wir wollen den Abbau von Barrieren in Wohnungen und im Wohnumfeld stärker finanziell fördern und somit älteren Menschen ermöglichen, länger als bisher in ihrer vertrauten Umgebung selbstbestimmt wohnen zu bleiben.",201.1
2369,gruene,Gesellschaftliche Teilhabe ermöglicht Selbstbestimmung.,201.1
2370,gruene,Wir verfolgen den generationenfreundlichen Ansatz der „Age-friendly Cities and Communities“ der Weltgesundheitsorganisation – auch für ältere Menschen in Stadt und Land und im digitalen Raum.,503.0
2371,gruene,"Den wollen wir mit einem Programm fördern, bei dem Ansprechstellen und Gemeindezentren über altersgerechtes Wohnen, Weiterbildungsangebote, Pflege und soziale Sicherung sowie Möglichkeiten, sich im Dorf oder im Stadtteil zu engagieren, informieren.",504.0
2372,gruene,"Um die Teilhabe auch in der digitalen Welt zu verbessern, wollen wir Initiativen praktischer Bildung und Anwendung im Lebensumfeld und in den Treffpunkten älterer Menschen wie Nachbarschaftszentren und Bibliotheken fördern.",503.0
2373,gruene,"Zur Selbstbestimmung gehört auch, den eigenen Bedürfnissen entsprechend mobil zu sein, unabhängig vom eigenen Pkw.",201.1
2374,gruene,Dafür muss das Nahverkehrsangebot in den Städten und auf dem Land ausgebaut und intelligent vernetzt sowie mit intelligenten On- Demand-Systemen wie beispielsweise Rufbussen ergänzt werden.,411.0
2375,gruene,Es braucht flächendeckend barrierefreie Zugänge zu allen öffentlichen Verkehrsmitteln und die Wege zu ÖPNV und Nahversorgung sollen mit genügend Möglichkeiten zum Ausruhen und „Kräftesammeln“ ausgestattet werden.,411.0
2377,gruene,Bildung ermöglicht.,506.0
2378,gruene,"Von Anfang an gibt Bildung Kindern, jungen Menschen und Erwachsenen bis ins hohe Alter die Möglichkeit, sich zu entfalten.",506.0
2379,gruene,Altes zu hinterfragen und Neues zu entdecken.,506.0
2380,gruene,"Bildung und Inklusion schaffen die Grundlagen, den eigenen Weg im Leben selbstbestimmt gehen zu können.",201.1
2381,gruene,"In zukunftsgerichteter Bildungspolitik, Aus- und Weiterbildung, in visionärer Forschung und kluger Wissenschaftspolitik liegt unendlich viel Potenzial, um dieses Land gerechter, moderner und krisenfester zu machen.",411.0
2382,gruene,"Deshalb brauchen wir sozial diverse und inklusive Schulen, in denen junge Menschen so lange wie möglich gemeinsam lernen.",506.0
2383,gruene,Bildung für nachhaltige Entwicklung (BNE) sowie die klassische Umweltbildung sind der Schlüssel zur notwendigen gesellschaftlichen Transformation.,416.2
2384,gruene,"Sie befähigt Menschen zu zukunftsfähigem Denken und Handeln, zur Gestaltung und Teilhabe an einer demokratischen und pluralen Gesellschaft sowie zum Verstehen der Auswirkungen des eigenen Handelns auf die Welt.",202.1
2385,gruene,"BNE ermöglicht den Menschen, sich aktiv an der Gestaltung einer ökologisch verträglichen, wirtschaftlich leistungsfähigen und sozial gerechten Gesellschaft zu beteiligen.",606.1
2386,gruene,Ein gutes Bildungssystem ist essenziell für gleiche Lebenschancen,503.0
2387,gruene,und Zusammenhalt in einer vielfältigen Gesellschaft.,606.1
2388,gruene,"Aber viel zu sehr hängt der Lebenslauf in Deutschland noch von der Familie, dem Namen oder dem Wohnort ab statt von den eigenen Fähigkeiten.",503.0
2389,gruene,"Und die Pandemie verschärft die ohnehin zu große soziale Ungleichheit: Wo Kinder und Jugendliche auf wenig Förderung von zu Hause hoffen können, wo der Zugang zu Laptops oder Tablets fehlt und kein Elternteil helfen kann, drohen sie dauerhaft den Anschluss zu verlieren.",503.0
2390,gruene,"Die Kinder und Jugendlichen, die am stärksten von der Krise getroffen wurden, benötigen daher die meiste Unterstützung.",503.0
2391,gruene,"Doch auch insgesamt führten die Schulschließungen zu einer Bildungslücke quer durch alle Jahrgänge, es fehlten das gemeinsame Lernen, die Gespräche, das Zusammensein auf dem Pausenhof, was sich bei Kindern und Jugendlichen auch auf die kognitive und soziale Entwicklung auswirken kann.",506.0
2392,gruene,Kinder und Jugendliche haben in der Pandemie besondere Verzichtsleistungen erbracht – die Einschränkung von Kontakten trifft sie in ihren Entwicklungsmöglichkeiten härter als Erwachsene.,503.0
2393,gruene,"Wir sind es ihnen schuldig, sie endlich in den Mittelpunkt von Politik zu stellen.",503.0
2394,gruene,"Gleiche Lebenschancen für alle Kinder heißt, dass wir uns für gemeinsames Lernen und individuelle Förderung für alle Kinder von der KiTa (Kita und Kindertagespflege) bis zum Schulabschluss einsetzen.",503.0
2395,gruene,"Die soziale Spaltung zwischen Schulen sowie KiTas möchten wir überwinden, auch durch gezielte Investitionen des Bundes, die lokal verteilt werden.",503.0
2396,gruene,"Denn wir wollen KiTas und Schulen, in die Kinder und Jugendliche, aber auch Erzieher*innen und Lehrer*innen gleichermaßen gerne gehen.",506.0
2397,gruene,"Und zwar egal ob auf dem Land oder in der Stadt, ob in ärmeren oder reicheren Vierteln.",503.0
2398,gruene,"Erzieher*innen und Lehrer*innen sind jederzeit systemrelevant, diese Wertschätzung sollte sich in ihrer Arbeit, ihrer Bezahlung und in der Ausstattung widerspiegeln.",506.0
2399,gruene,Schulen sollen attraktive Orte sein.,506.0
2400,gruene,"Dafür brauchen sie nicht nur schnelles Internet und saubere Toiletten, sondern auch zeitgemäße Raumkonzepte mit genügend Platz für vielfältige und inklusive Lernformen.",506.0
2401,gruene,Multiprofessionelle Teams sollen Kindern in ihren unterschiedlichen Bedürfnissen bestmögliche Unterstützung bieten.,506.0
2402,gruene,"Dafür brauchen sie gute Aus- und Weiterbildung, sichere Berufswege und einen guten Lohn.",506.0
2403,gruene,Kulturelle Bildung muss zu einem elementaren Bestandteil unseres Bildungssystems werden.,506.0
2404,gruene,"Da die Weichen am Anfang gestellt werden, müssen dorthin auch die meisten Ressourcen fließen.",506.0
2405,gruene,"Vor allem für KiTas und den Primarbereich werden wir die Investitionen deutlich erhöhen, auch um den Sanierungsstau an Schulgebäuden zu beheben.",506.0
2406,gruene,Zur bundesweiten Förderung von Schüler*innen bedarf es einer einfachen Fördermittelbeantragung durch die Schulen ohne bürokratische Hürden des Bundes.,506.0
2407,gruene,Bildung ist ein Recht für jedes Alter und jeden Lebensweg.,506.0
2408,gruene,"Ein Lebenslauf lässt sich nicht am Reißbrett planen, darum müssen unsere Bildungswege flexibel und durchlässig sein.",506.0
2409,gruene,"Abitur auf dem zweiten Bildungsweg, der Beginn einer Lehre mit Mitte 30 oder der erste Studienabschluss überhaupt in der Familie – das alles muss möglich sein und darf nicht davon abhängen, ob es von zu Hause finanzielle Unterstützung gibt.",503.0
2410,gruene,"Ob Ganztags- oder Abendschule, ob duale Berufsbildung, Weiterbildung oder Studium, ganz gleich, ob als Handwerker*in am Bau, als Angestellte*r im Büro, freiberuflich oder selbständig im eigenen Betrieb: Wir unterstützen die vielfältigen Lebensbahnen und die dazu passenden Bildungsverläufe.",506.0
2411,gruene,"Dem Trend, dass eine wachsende Zahl von Schüler*innen ohne Abschluss die Schule verlässt, wollen wir entgegenwirken.",506.0
2412,gruene,Auch die Auszubildenden und Student*innen leiden unter den Auswirkungen der Pandemie.,411.0
2413,gruene,"Sicher geglaubte Ausbildungsplätze sind weggefallen,",411.0
2414,gruene,manche Studierende haben noch nie einen Hörsaal von innen gesehen.,506.0
2415,gruene,"Gerade weil dies eine entscheidende Lebensphase der Neuorientierung ist, stehen wir in der Pflicht, Sicherheit und Perspektiven zu schaffen.",504.0
2416,gruene,"Alle Studierenden, die durch die Pandemie in finanzielle Schwierigkeiten geraten sind, sollen im Rahmen einer Nothilfe über das BAföG Unterstützung erhalten.",506.0
2417,gruene,Studienkredite halten wir aufgrund des Verschuldungsrisikos für kein geeignetes Unterstützungsmittel.,506.0
2418,gruene,"Für alle, die eine Ausbildung anstreben, wollen wir einen guten Ausbildungsplatz und eine gute Ausbildung garantieren.",411.0
2419,gruene,"Um die großen Krisen einzudämmen – die Klimakrise, Pandemien –, sind Kreativität, Forschungsgeist sowie die Transformation unseres Bildungs- und Wissenschaftssystems die Grundlage.",411.0
2420,gruene,"Damit Innovationen der Allgemeinheit zugutekommen, muss für die Entwicklung auch öffentliche Infrastruktur zur Verfügung stehen.",411.0
2421,gruene,"Ein gutes Leben wird auch künftig möglich sein, weil Wissenschaftler*innen, Künstler*innen und Forscher*innen in Betrieben, Hochschulen und außeruniversitären Einrichtungen permanent und mit Leidenschaft an neuen Ideen arbeiten, an Antworten auf Fragen, die wir noch gar nicht gestellt haben.",411.0
2422,gruene,"Aber sie können neuartige Impf- oder alternative Antriebsstoffe, neue ökonomische Wohlstandskonzepte oder nachhaltige Geschäftsmodelle nur dann entwickeln, wenn sie eine gut ausgestattete Forschungsumgebung haben und sie Neues mit ungewissem Ausgang erforschen und ausprobieren können.",411.0
2423,gruene,"Sie brauchen für ihre Arbeit optimale und verlässliche Bedingungen,",411.0
2424,gruene,unnötige bürokratische Hürden sollten wir abbauen.,303.0
2425,gruene,"Wissenschaftliche Kooperationen mit den europäischen Partner*innen, vor allem unter den Hochschulen, tragen maßgeblich zur Attraktivität und Innovationsdynamik des deutschen Wissenschaftssystems bei, deshalb wollen wir sie stärker fördern.",108.0
2426,gruene,"Bildungs-, Forschungs- und Innovationspolitik wollen wir vermehrt zusammen denken, um den Europäischen Forschungs- und Hochschulraum mit Leben zu füllen und Quellen zukünftigen Wohlstands zu begründen.",411.0
2427,gruene,Wissenschaft zeigt immer wieder neue Denkhorizonte und Möglichkeiten auf und ändert so den Lauf der Dinge.,411.0
2428,gruene,"Sie gibt eine zentrale Orientierung für politisches Handeln, das zeigen Klimakrise und Pandemie.",411.0
2429,gruene,Aber in Zeiten von Informationsfilterblasen und Verschwörungsideologien werden wissenschaftliche Erkenntnisse öffentlich in Zweifel gezogen.,411.0
2430,gruene,"Nötig ist ein verständlicher und interdisziplinärer Wissenschaftsdialog, der Wissenschaft und Gesellschaft näher zusammenbringt – durch partizipative Formate und Förderung der Wissenschaftskommunikation.",411.0
2433,gruene,"Egal, aus welcher Ecke Deutschlands und aus welchem Elternhaus, alle Kinder brauchen die Chance auf ein gutes und geborgenes Aufwachsen.",503.0
2434,gruene,KiTas haben einen entscheidenden Anteil daran.,504.0
2435,gruene,"Als Orte früher Bildung schaffen sie Halt, wecken Neugier, vermitteln Freude am Zusammensein mit Gleichaltrigen und begleiten beim Großwerden.",506.0
2436,gruene,Aus Neugier und Entdeckungslust wird hier der Grundstein für Lernen und Kompetenzerwerb gelegt.,506.0
2437,gruene,Sie sind die erste Stufe des Bildungssystems.,506.0
2438,gruene,"Jedes einzelne Kind hat eigene Bedürfnisse und braucht individuelle Förderung, auf die in der KiTa eingegangen wird.",506.0
2439,gruene,"Mit einem Bundesqualitätsgesetz sorgen wir dafür, dass Spitzenqualität in die Einrichtungen kommt, denen wir unsere Kleinsten anvertrauen.",506.0
2440,gruene,Diese Spitzenqualität muss sich auch in einer entsprechenden Infrastruktur abbilden.,506.0
2441,gruene,Kinder brauchen Bewegung und ausreichende Bewegungsflächen.,506.0
2442,gruene,"Die Zeit, die Fachkräfte für die Kinder haben, ist entscheidend dafür, dass sich Kinder wohlfühlen und individuell gefördert werden können.",506.0
2443,gruene,"Deshalb wollen wir mit Mindeststandards sicherstellen, dass sich Erzieher*innen und andere pädagogische Fachkräfte um höchstens vier unter Dreijährige oder neun Kinder ab drei Jahren gleichzeitig kümmern.",506.0
2444,gruene,Inklusive Einrichtungen benötigen abhängig vom Förderbedarf der Kinder einen besseren Betreuungsschlüssel.,503.0
2445,gruene,"Darüber hinaus müssen sie genügend Zeit für Vor- und Nachbereitung, Zusammenarbeit mit Familien, Netzwerkarbeit im Sozialraum und Fortbildungen haben.",503.0
2446,gruene,"Den Fachkräften in den KiTas stärken wir den Rücken mit Fachberatung, Supervisions- und Mentoring-Programmen, Lernortkooperationen und Unterstützung für berufliche Weiterentwicklung innerhalb des KiTa-Systems.",506.0
2447,gruene,"Damit alle Kinder einen Platz in einer guten und inklusiven KiTa bekommen können, wollen wir das Engagement des Bundes beim Platzausbau weiterführen und verstärken.",504.0
2448,gruene,"Eltern, insbesondere Alleinerziehenden, ermöglicht ein Kinderbetreuungsplatz gesellschaftliche wie berufliche Teilhabe.",504.0
2449,gruene,Der KiTa-Platz muss den Lebens- und Arbeitsrealitäten von Eltern gerecht werden.,504.0
2450,gruene,Auch bei Schicht- und Wochenendarbeit muss es Angebote geben.,701.0
2452,gruene,"Die pädagogischen Fachkräfte in KiTas, Horten oder Schulen tragen eine hohe Verantwortung, denn sie prägen den Lebensweg von Kindern bereits in sehr frühen Jahren entscheidend mit.",506.0
2453,gruene,Doch diese Verantwortung spiegelt sich noch nicht ausreichend in der Bezahlung der Fachkräfte wider.,506.0
2454,gruene,"Für die wichtige Arbeit, die Erzieher*innen, Lehrkräfte und andere Pädagog*innen im Bildungssystem und in der Jugendhilfe leisten, brauchen sie einen guten Lohn und gute Arbeitsbedingungen.",506.0
2455,gruene,"Mit einer wirkungsvollen Fachkräfteoffensive wollen wir zudem für faire Ausbildungsvergütungen, Weiterentwicklungsmöglichkeiten und gute Arbeitsbedingungen sorgen, dabei darf die Ausbildung zum Erzieherinnenberuf nicht am Schulgeld scheitern.",411.0
2456,gruene,"Um den Mangel an pädagogischen Fach- und Lehrkräften mit gut qualifiziertem Personal nachhaltig bewältigen zu können, wollen wir mit einem Bund-Länder- Programm hochwertige Quereinstiegsbildung fördern, bestehende Weiterbildungs- und Qualifizierungsangebote stärken und gemeinsame Qualitätsstandards sichern.",506.0
2458,gruene,"Schulen sollen starke Orte der Bildung, der Begegnung und der Inspiration sein.",506.0
2459,gruene,"Dafür brauchen sie motivierte Fachkräfte, gut ausgestattete barrierefreie Räume und Zeit.",506.0
2460,gruene,"Zeit für gemeinsames Lernen und Spielen, Forschen und Entdecken, gemeinsame kulturelle, soziale und demokratische Erfahrungen, Sprach- und Bewegungsförderung, individuelle Förderung und Betreuung.",506.0
2461,gruene,Dafür sind Ganztagsplätze in einer Grundschule oder einem Hort und gute Lernbedingungen an weiterführenden Schulen wichtig.,506.0
2462,gruene,"Unser Ziel ist, einen individuellen Rechtsanspruch für jedes Grundschulkind auf Ganztagsbildung und -betreuung mit Qualitätsstandards umzusetzen – mit genügend Fachkräften in multiprofessionellen Teams, anregenden Räumen und Schulhöfen, einem gesunden Mittagessen und einer breit gefächerten Zusammenarbeit mit Vereinen, Musikschulen und anderen Akteur*innen vor Ort.",506.0
2463,gruene,Derartige Kooperationen wollen wir finanziell unterstützen.,506.0
2464,gruene,"In der Gestaltung des Ganztages ist die Jugendhilfe ein wichtige Partnerin der Schulen, da im Ganztag neben dem schulischen Lernen die informelle Bildung unerlässlich ist.",506.0
2465,gruene,Leitbild sind integrierte Ganztagskonzepte für eine umfassende Persönlichkeitsbildung.,506.0
2466,gruene,"Es gilt, Ganztag und gute weiterführende Schulen für alle Kinder zu ermöglichen, ob mit Behinderungen oder ohne.",503.0
2467,gruene,"Wir bekennen uns zum Bewegungsziel der WHO, die körperliche Inaktivität von Kindern, Jugendlichen und Erwachsenen bis 2030 um 15 Prozent zu senken.",504.0
2468,gruene,In jedem Ganztag soll mindestens ein Bewegungsangebot zur Auswahl stehen.,506.0
2469,gruene,"Der Anspruch auf Integrationshilfe muss überall gelten – über die individuelle Hilfe oder über eine Poollösung, gleich ob in der Ganztagsschule oder bei Hortangeboten durch die Jugendhilfe.",607.2
2470,gruene,Die Arbeitsbedingungen und die Entlohnung der Integrationshelfer*innen sollen ihre anspruchs- und verantwortungsvolle Tätigkeit widerspiegeln.,607.2
2471,gruene,Eltern von Kindern und Jugendlichen mit Behinderungen dürfen keine zusätzlichen Kosten entstehen.,503.0
2472,gruene,Die Umsetzung des Rechtsanspruchs wird ein gesamtdeutscher Kraftakt.,506.0
2473,gruene,Das muss sich in der Beteiligung des Bundes an den Kosten widerspiegeln.,301.0
2474,gruene,"Um alle Grundschulen auf ihrem Weg zu inklusiven Orten der Ganztagsbildung zu unterstützen, werden wir ein Begleitprogramm zur Förderung einer integrierten, professionsübergreifenden Schulentwicklung auf den Weg bringen und damit Koordinierungsstellen fördern.",506.0
2475,gruene,Langfristig wollen wir die Schulsozialarbeit ausbauen und flächendeckend als Bestandteil des Ganztags verankern.,506.0
2477,gruene,"Die Pandemie hat tiefe Spuren hinterlassen, gerade bei Kindern, die es zu Hause auch davor schon schwerer hatten.",503.0
2478,gruene,"Sommercamps und Nachhilfe in den Kernfächern alleine werden nicht ausreichen, um die Folgen der Krise zu bewältigen.",506.0
2479,gruene,Wir wollen die Kinder und Jugendlichen in den Mittelpunkt rücken.,706.0
2480,gruene,"Sie brauchen jetzt eine helfende Hand, ein offenes Ohr und freie Räume, um den Weg in ihr normales Leben zurückzufinden.",504.0
2481,gruene,"Dafür bauen wir Sport-, Erlebnis-, und Kulturangebote aus und stärken die Beratung und Einzelfallhilfe für Schüler*innen sowie die Vermittlung von Wissen zur psychischen Gesundheit und zu Krisen an Schulen.",504.0
2482,gruene,"Mit Mentor*innen, Bildungslots*innen, Schulsozialarbeiter*innen und Psycholog*innen knüpfen wir ein sicheres Netz an breiter Unterstützung, um die psychische Gesundheit von unseren Kindern und Jugendlichen nachhaltig besser zu schützen.",504.0
2483,gruene,"Jedes zusätzliche Angebot für die Krisenbewältigung soll die Qualität an KiTas, Horten und Ganztagsschulen langfristig voranbringen.",504.0
2485,gruene,Bildungschancen sind Zukunftschancen.,506.0
2486,gruene,"Jedes Kind hat ein Recht auf eine gute Schule, egal, wo es lebt.",503.0
2487,gruene,Der Alltag sieht aber anders aus.,503.0
2488,gruene,"Wir wollen dauerhafte Finanzierungswege für mehr Bildungsgerechtigkeit schaffen, um Regionen oder Quartiere mit Schulen mit besonderem Unterstützungsbedarf zu stärken.",503.0
2489,gruene,Nachhaltige Bildungserfolge ergeben sich nur durch die abgestimmte Zusammenarbeit aller am Bildungsprozess beteiligten Institutionen und Menschen und durch langfristige Finanzierungswege.,506.0
